country,scenario,metric,baseline_value,comparison_value,difference
BEL,tobacco_t4,Cases averted by 2030,3590296.87,3588445.56,-1851.3100000000559
BEL,tobacco_t4,Cases averted by 2035,6833093.24,6825480.42,-7612.820000000298
BEL,tobacco_t4,Total healthy years lived by 2030,61742149.589999996,61742210.279999994,60.689999997615814
BEL,tobacco_t4,Total healthy years lived by 2035,114273086.80000001,114273337.33000001,250.5300000011921
BEL,tobacco_t4,Economic benefit (USD) by 2030,1458765305311.479,1458767071918.3713,1766606.8923339844
BEL,tobacco_t4,Economic benefit (USD) by 2035,2493126609112.637,2493133259285.8105,6650173.173339844
BEL,tobacco_t4,Intervention cost (USD) by 2030,0,2663555.44966333,2663555.44966333
BEL,tobacco_t4,Intervention cost (USD) by 2035,0,4596034.6860846495,4596034.6860846495
BEL,tobacco_t5,Total deaths averted by 2030,660918.01,660917.85,-0.1600000000325963
BEL,tobacco_t5,Total deaths averted by 2035,1255550.5800000003,1255549.4699999997,-1.1100000005681068
BEL,tobacco_t5,Cases averted by 2030,3590296.87,3588711.94,-1584.9300000001676
BEL,tobacco_t5,Cases averted by 2035,6833093.24,6826576.82,-6516.4199999999255
BEL,tobacco_t5,Total healthy years lived by 2030,61742149.589999996,61742201.55,51.96000000089407
BEL,tobacco_t5,Total healthy years lived by 2035,114273086.80000001,114273301.24000001,214.4399999976158
BEL,tobacco_t5,Economic benefit (USD) by 2030,1458765305311.479,1458766817555.063,1512243.583984375
BEL,tobacco_t5,Economic benefit (USD) by 2035,2493126609112.637,2493132300813.758,5691701.120605469
BEL,tobacco_t5,Intervention cost (USD) by 2030,0,2663555.4475513534,2663555.4475513534
BEL,tobacco_t5,Intervention cost (USD) by 2035,0,4596034.6653553955,4596034.6653553955
BLZ,tobacco_t1,Total deaths averted by 2030,12869.72,12869.699999999999,-0.020000000000436557
BLZ,tobacco_t1,Total deaths averted by 2035,25259.199999999997,25259.129999999997,-0.06999999999970896
BLZ,tobacco_t1,Cases averted by 2030,181357.03999999998,181327.15000000002,-29.889999999955762
BLZ,tobacco_t1,Cases averted by 2035,371008.61,370921.48,-87.13000000000466
BLZ,tobacco_t1,Total healthy years lived by 2030,2242612.6799999997,2242614.44,1.7600000002421439
BLZ,tobacco_t1,Total healthy years lived by 2035,4227124.58,4227129.79,5.209999999962747
BLZ,tobacco_t1,Economic benefit (USD) by 2030,9044597048.968739,9044607782.100979,10733.13224029541
BLZ,tobacco_t1,Economic benefit (USD) by 2035,16033689295.563263,16033718376.105364,29080.542100906372
BLZ,tobacco_t1,Intervention cost (USD) by 2030,0,171450.5283402093,171450.5283402093
BLZ,tobacco_t1,Intervention cost (USD) by 2035,0,301144.8307383531,301144.8307383531
BLZ,asthma_cr1,Total deaths averted by 2030,12869.72,12869.720000000001,1.8189894035458565e-12
BLZ,asthma_cr1,Total deaths averted by 2035,25259.199999999997,25259.199999999997,0.0
BLZ,asthma_cr1,Cases averted by 2030,181357.03999999998,181357.04,2.9103830456733704e-11
BLZ,asthma_cr1,Cases averted by 2035,371008.61,371008.61,0.0
BLZ,asthma_cr1,Total healthy years lived by 2030,2242612.6799999997,2243318.41,705.730000000447
BLZ,asthma_cr1,Total healthy years lived by 2035,4227124.58,4228872.380000001,1747.800000000745
BLZ,asthma_cr1,Economic benefit (USD) by 2030,9044597048.968739,9046290503.790958,1693454.8222198486
BLZ,asthma_cr1,Economic benefit (USD) by 2035,16033689295.563263,16037720261.8259,4030966.2626361847
BLZ,asthma_cr1,Intervention cost (USD) by 2030,0,1592040.5735287017,1592040.5735287017
BLZ,asthma_cr1,Intervention cost (USD) by 2035,0,2796344.668563152,2796344.668563152
BLZ,tobacco_t2,Total deaths averted by 2030,12869.72,12869.730000000001,0.010000000002037268
BLZ,tobacco_t2,Total deaths averted by 2035,25259.199999999997,25259.170000000002,-0.029999999995197868
BLZ,tobacco_t2,Cases averted by 2030,181357.03999999998,181335.74000000002,-21.299999999959255
BLZ,tobacco_t2,Cases averted by 2035,371008.61,370921.93,-86.67999999999302
BLZ,tobacco_t2,Total healthy years lived by 2030,2242612.6799999997,2242613.92,1.2400000002235174
BLZ,tobacco_t2,Total healthy years lived by 2035,4227124.58,4227129.72,5.139999999664724
BLZ,tobacco_t2,Economic benefit (USD) by 2030,9044597048.968739,9044604489.655802,7440.687063217163
BLZ,tobacco_t2,Economic benefit (USD) by 2035,16033689295.563263,16033717408.828308,28113.265045166016
BLZ,tobacco_t2,Intervention cost (USD) by 2030,0,538844.5095145359,538844.5095145359
BLZ,tobacco_t2,Intervention cost (USD) by 2035,0,946455.1674484758,946455.1674484758
BLZ,tobacco_t3,Total deaths averted by 2030,12869.72,12869.720000000001,1.8189894035458565e-12
BLZ,tobacco_t3,Total deaths averted by 2035,25259.199999999997,25259.149999999998,-0.049999999999272404
BLZ,tobacco_t3,Cases averted by 2030,181357.03999999998,181344.28000000003,-12.759999999951106
BLZ,tobacco_t3,Cases averted by 2035,371008.61,370956.69000000006,-51.919999999925494
BLZ,tobacco_t3,Total healthy years lived by 2030,2242612.6799999997,2242613.42,0.7400000002235174
BLZ,tobacco_t3,Total healthy years lived by 2035,4227124.58,4227127.659999999,3.0799999991431832
BLZ,tobacco_t3,Economic benefit (USD) by 2030,9044597048.968739,9044601506.550434,4457.581695556641
BLZ,tobacco_t3,Economic benefit (USD) by 2035,16033689295.563263,16033706134.41125,16838.847986221313
BLZ,tobacco_t3,Intervention cost (USD) by 2030,0,97971.72830220457,97971.72830220457
BLZ,tobacco_t3,Intervention cost (USD) by 2035,0,172082.7542196626,172082.7542196626
BLZ,tobacco_t6,Total deaths averted by 2030,12869.72,12869.720000000001,1.8189894035458565e-12
BLZ,tobacco_t6,Total deaths averted by 2035,25259.199999999997,25259.16,-0.039999999997235136
BLZ,tobacco_t6,Cases averted by 2030,181357.03999999998,181341.29,-15.749999999970896
BLZ,tobacco_t6,Cases averted by 2035,371008.61,370944.53,-64.07999999995809
BLZ,tobacco_t6,Total healthy years lived by 2030,2242612.6799999997,2242613.59,0.9100000001490116
BLZ,tobacco_t6,Total healthy years lived by 2035,4227124.58,4227128.369999999,3.7899999991059303
BLZ,tobacco_t6,Economic benefit (USD) by 2030,9044597048.968739,9044602549.581982,5500.613243103027
BLZ,tobacco_t6,Economic benefit (USD) by 2035,16033689295.563263,16033710076.002739,20780.439476013184
BLZ,tobacco_t6,Intervention cost (USD) by 2030,0,97971.72864724809,97971.72864724809
BLZ,tobacco_t6,Intervention cost (USD) by 2035,0,172082.75548467407,172082.75548467407
BLZ,tobacco_t4,Total deaths averted by 2030,12869.72,12869.710000000001,-0.00999999999839929
BLZ,tobacco_t4,Total deaths averted by 2035,25259.199999999997,25259.109999999993,-0.0900000000037835
BLZ,tobacco_t4,Cases averted by 2030,181357.03999999998,181327.15999999997,-29.880000000004657
BLZ,tobacco_t4,Cases averted by 2035,371008.61,370887.04000000004,-121.56999999994878
BLZ,tobacco_t4,Total healthy years lived by 2030,2242612.6799999997,2242614.41,1.7300000004470348
BLZ,tobacco_t4,Total healthy years lived by 2035,4227124.58,4227131.7700000005,7.190000000409782
BLZ,tobacco_t4,Economic benefit (USD) by 2030,9044597048.968739,9044607481.956081,10432.987342834473
BLZ,tobacco_t4,Economic benefit (USD) by 2035,16033689295.563263,16033728722.390581,39426.82731819153
BLZ,tobacco_t4,Intervention cost (USD) by 2030,0,97971.72900264291,97971.72900264291
BLZ,tobacco_t4,Intervention cost (USD) by 2035,0,172082.76048728148,172082.76048728148
BLZ,tobacco_t5,Total deaths averted by 2030,12869.72,12869.699999999999,-0.020000000000436557
BLZ,tobacco_t5,Total deaths averted by 2035,25259.199999999997,25259.11,-0.08999999999650754
BLZ,tobacco_t5,Cases averted by 2030,181357.03999999998,181331.45,-25.589999999967404
BLZ,tobacco_t5,Cases averted by 2035,371008.61,370904.48999999993,-104.12000000005355
BLZ,tobacco_t5,Total healthy years lived by 2030,2242612.6799999997,2242614.1799999997,1.5
BLZ,tobacco_t5,Total healthy years lived by 2035,4227124.58,4227130.75,6.169999999925494
BLZ,tobacco_t5,Economic benefit (USD) by 2030,9044597048.968739,9044605984.665844,8935.697105407715
BLZ,tobacco_t5,Economic benefit (USD) by 2035,16033689295.563263,16033723060.715603,33765.1523399353
BLZ,tobacco_t5,Intervention cost (USD) by 2030,0,97971.7286142934,97971.7286142934
BLZ,tobacco_t5,Intervention cost (USD) by 2035,0,172082.75885372743,172082.75885372743
BEN,tobacco_t1,Total deaths averted by 2030,752819.51,752817.88,-1.6300000000046566
BEN,tobacco_t1,Total deaths averted by 2035,1444344.8900000001,1444339.22,-5.670000000158325
BEN,tobacco_t1,Cases averted by 2030,3293366.5,3292941.21,-425.29000000003725
BEN,tobacco_t1,Cases averted by 2035,7120906.33,7119638.2299999995,-1268.1000000005588
BEN,tobacco_t1,Total healthy years lived by 2030,79658690.46,79658728.05,37.59000000357628
BEN,tobacco_t1,Total healthy years lived by 2035,155242086.22,155242207.05999997,120.83999997377396
BEN,tobacco_t1,Economic benefit (USD) by 2030,47096127534.554245,47096169384.62097,41850.06672668457
BEN,tobacco_t1,Economic benefit (USD) by 2035,86424372846.03647,86424495402.69148,122556.65501403809
BEN,tobacco_t1,Intervention cost (USD) by 2030,0,6076465.281815934,6076465.281815934
BEN,tobacco_t1,Intervention cost (USD) by 2035,0,10984953.976596545,10984953.976596545
BEN,asthma_cr1,Total deaths averted by 2030,752819.51,752819.5100000001,1.1641532182693481e-10
BEN,asthma_cr1,Total deaths averted by 2035,1444344.8900000001,1444344.89,-2.3283064365386963e-10
BEN,asthma_cr1,Cases averted by 2030,3293366.5,3293366.5,0.0
BEN,asthma_cr1,Cases averted by 2035,7120906.33,7120906.330000001,9.313225746154785e-10
BEN,asthma_cr1,Total healthy years lived by 2030,79658690.46,79677569.55999999,18879.09999999404
BEN,asthma_cr1,Total healthy years lived by 2035,155242086.22,155291330.79,49244.56999999285
BEN,asthma_cr1,Economic benefit (USD) by 2030,47096127534.554245,47103999819.65995,7872285.105705261
BEN,asthma_cr1,Economic benefit (USD) by 2035,86424372846.03647,86444194726.4741,19821880.43763733
BEN,asthma_cr1,Intervention cost (USD) by 2030,0,56424318.27793332,56424318.27793332
BEN,asthma_cr1,Intervention cost (USD) by 2035,0,102003132.03500865,102003132.03500865
BEN,tobacco_t2,Total deaths averted by 2030,752819.51,752818.49,-1.0200000000186265
BEN,tobacco_t2,Total deaths averted by 2035,1444344.8900000001,1444339.3099999996,-5.580000000540167
BEN,tobacco_t2,Cases averted by 2030,3293366.5,3293056.4000000004,-310.09999999962747
BEN,tobacco_t2,Cases averted by 2035,7120906.33,7119613.13,-1293.2000000001863
BEN,tobacco_t2,Total healthy years lived by 2030,79658690.46,79658717.14,26.680000007152557
BEN,tobacco_t2,Total healthy years lived by 2035,155242086.22,155242206.09,119.87000000476837
BEN,tobacco_t2,Economic benefit (USD) by 2030,47096127534.554245,47096156633.21701,29098.66276550293
BEN,tobacco_t2,Economic benefit (USD) by 2035,86424372846.03647,86424492082.72165,119236.68518066406
BEN,tobacco_t2,Intervention cost (USD) by 2030,0,19097461.921040818,19097461.921040818
BEN,tobacco_t2,Intervention cost (USD) by 2035,0,34524140.31487174,34524140.31487174
BEN,tobacco_t3,Total deaths averted by 2030,752819.51,752818.8999999999,-0.6100000001024455
BEN,tobacco_t3,Total deaths averted by 2035,1444344.8900000001,1444341.54,-3.3500000000931323
BEN,tobacco_t3,Cases averted by 2030,3293366.5,3293180.63,-185.87000000011176
BEN,tobacco_t3,Cases averted by 2035,7120906.33,7120131.32,-775.0099999997765
BEN,tobacco_t3,Total healthy years lived by 2030,79658690.46,79658706.45,15.990000009536743
BEN,tobacco_t3,Total healthy years lived by 2035,155242086.22,155242158.06,71.84000000357628
BEN,tobacco_t3,Economic benefit (USD) by 2030,47096127534.554245,47096144974.773636,17440.21939086914
BEN,tobacco_t3,Economic benefit (USD) by 2035,86424372846.03647,86424444300.19276,71454.15629577637
BEN,tobacco_t3,Intervention cost (USD) by 2030,0,3472265.7781245955,3472265.7781245955
BEN,tobacco_t3,Intervention cost (USD) by 2035,0,6277116.179229343,6277116.179229343
BEN,tobacco_t6,Total deaths averted by 2030,752819.51,752818.7600000001,-0.7499999998835847
BEN,tobacco_t6,Total deaths averted by 2035,1444344.8900000001,1444340.7700000003,-4.119999999878928
BEN,tobacco_t6,Cases averted by 2030,3293366.5,3293137.18,-229.31999999983236
BEN,tobacco_t6,Cases averted by 2035,7120906.33,7119950.1,-956.230000000447
BEN,tobacco_t6,Total healthy years lived by 2030,79658690.46,79658710.19,19.730000004172325
BEN,tobacco_t6,Total healthy years lived by 2035,155242086.22,155242174.85,88.62999999523163
BEN,tobacco_t6,Economic benefit (USD) by 2030,47096127534.554245,47096149052.34146,21517.787216186523
BEN,tobacco_t6,Economic benefit (USD) by 2035,86424372846.03647,86424461010.70462,88164.66815185547
BEN,tobacco_t6,Intervention cost (USD) by 2030,0,3472265.7876396286,3472265.7876396286
BEN,tobacco_t6,Intervention cost (USD) by 2035,0,6277116.264580791,6277116.264580791
BEN,tobacco_t4,Total deaths averted by 2030,752819.51,752818.11,-1.400000000023283
BEN,tobacco_t4,Total deaths averted by 2035,1444344.8900000001,1444337.0800000003,-7.809999999823049
BEN,tobacco_t4,Cases averted by 2030,3293366.5,3292931.9000000004,-434.59999999962747
BEN,tobacco_t4,Cases averted by 2035,7120906.33,7119093.7299999995,-1812.6000000005588
BEN,tobacco_t4,Total healthy years lived by 2030,79658690.46,79658727.85,37.39000000059605
BEN,tobacco_t4,Total healthy years lived by 2035,155242086.22,155242254.22,168.0
BEN,tobacco_t4,Economic benefit (USD) by 2030,47096127534.554245,47096168317.102806,40782.54856109619
BEN,tobacco_t4,Economic benefit (USD) by 2035,86424372846.03647,86424539983.03976,167137.00329589844
BEN,tobacco_t4,Intervention cost (USD) by 2030,0,3472265.8284177706,3472265.8284177706
BEN,tobacco_t4,Intervention cost (USD) by 2035,0,6277116.662650408,6277116.662650408
BEN,tobacco_t5,Total deaths averted by 2030,752819.51,752818.2999999999,-1.2100000000791624
BEN,tobacco_t5,Total deaths averted by 2035,1444344.8900000001,1444338.21,-6.680000000167638
BEN,tobacco_t5,Cases averted by 2030,3293366.5,3292994.17,-372.3300000000745
BEN,tobacco_t5,Cases averted by 2035,7120906.33,7119353.579999998,-1552.7500000018626
BEN,tobacco_t5,Total healthy years lived by 2030,79658690.46,79658722.49,32.03000000119209
BEN,tobacco_t5,Total healthy years lived by 2035,155242086.22,155242230.15,143.93000000715256
BEN,tobacco_t5,Economic benefit (USD) by 2030,47096127534.554245,47096162471.967316,34937.41307067871
BEN,tobacco_t5,Economic benefit (USD) by 2035,86424372846.03647,86424516018.11462,143172.07815551758
BEN,tobacco_t5,Intervention cost (USD) by 2030,0,3472265.8157446487,3472265.8157446487
BEN,tobacco_t5,Intervention cost (USD) by 2035,0,6277116.541553812,6277116.541553812
BTN,tobacco_t1,Total deaths averted by 2030,29914.68,29914.530000000002,-0.1499999999978172
BTN,tobacco_t1,Total deaths averted by 2035,57002.05,57001.530000000006,-0.5199999999967986
BTN,tobacco_t1,Cases averted by 2030,81417.87000000001,81381.06,-36.810000000012224
BTN,tobacco_t1,Cases averted by 2035,168623.68999999997,168514.38,-109.30999999996857
BTN,tobacco_t1,Total healthy years lived by 2030,4161431.1299999994,4161433.33,2.200000000651926
BTN,tobacco_t1,Total healthy years lived by 2035,7711621.700000001,7711629.049999999,7.349999997764826
BTN,tobacco_t1,Economic benefit (USD) by 2030,7685013393.02753,7685018448.625794,5055.598264694214
BTN,tobacco_t1,Economic benefit (USD) by 2035,13483859811.847534,13483874816.0452,15004.197666168213
BTN,tobacco_t1,Intervention cost (USD) by 2030,0,317094.57930362324,317094.57930362324
BTN,tobacco_t1,Intervention cost (USD) by 2035,0,548702.7986545125,548702.7986545125
BTN,asthma_cr1,Total deaths averted by 2030,29914.68,29914.68,0.0
BTN,asthma_cr1,Total deaths averted by 2035,57002.05,57002.05000000002,1.4551915228366852e-11
BTN,asthma_cr1,Cases averted by 2030,81417.87000000001,81417.87,-1.4551915228366852e-11
BTN,asthma_cr1,Cases averted by 2035,168623.68999999997,168623.68999999997,0.0
BTN,asthma_cr1,Total healthy years lived by 2030,4161431.1299999994,4161706.07,274.9400000004098
BTN,asthma_cr1,Total healthy years lived by 2035,7711621.700000001,7712312.15,690.4499999992549
BTN,asthma_cr1,Economic benefit (USD) by 2030,7685013393.02753,7685496142.081408,482749.0538778305
BTN,asthma_cr1,Economic benefit (USD) by 2035,13483859811.847534,13484991210.34776,1131398.5002250671
BTN,asthma_cr1,Intervention cost (USD) by 2030,0,2944449.4751727968,2944449.4751727968
BTN,asthma_cr1,Intervention cost (USD) by 2035,0,5095096.298287991,5095096.298287991
BTN,tobacco_t2,Total deaths averted by 2030,29914.68,29914.6,-0.08000000000174623
BTN,tobacco_t2,Total deaths averted by 2035,57002.05,57001.560000000005,-0.48999999999796273
BTN,tobacco_t2,Cases averted by 2030,81417.87000000001,81391.58,-26.29000000000815
BTN,tobacco_t2,Cases averted by 2035,168623.68999999997,168514.52000000002,-109.1699999999546
BTN,tobacco_t2,Total healthy years lived by 2030,4161431.1299999994,4161432.6399999997,1.5100000002421439
BTN,tobacco_t2,Total healthy years lived by 2035,7711621.700000001,7711628.739999999,7.039999998174608
BTN,tobacco_t2,Economic benefit (USD) by 2030,7685013393.02753,7685016816.312849,3423.285319328308
BTN,tobacco_t2,Economic benefit (USD) by 2035,13483859811.847534,13483874056.739017,14244.891483306885
BTN,tobacco_t2,Intervention cost (USD) by 2030,0,996582.9322426,996582.9322426
BTN,tobacco_t2,Intervention cost (USD) by 2035,0,1724494.4432905437,1724494.4432905437
BTN,tobacco_t3,Total deaths averted by 2030,29914.68,29914.65,-0.029999999998835847
BTN,tobacco_t3,Total deaths averted by 2035,57002.05,57001.78,-0.27000000000407454
BTN,tobacco_t3,Cases averted by 2030,81417.87000000001,81402.11000000002,-15.759999999994761
BTN,tobacco_t3,Cases averted by 2035,168623.68999999997,168558.26,-65.42999999996391
BTN,tobacco_t3,Total healthy years lived by 2030,4161431.1299999994,4161432.04,0.9100000006146729
BTN,tobacco_t3,Total healthy years lived by 2035,7711621.700000001,7711625.929999999,4.229999997653067
BTN,tobacco_t3,Economic benefit (USD) by 2030,7685013393.02753,7685015445.012424,2051.9848947525024
BTN,tobacco_t3,Economic benefit (USD) by 2035,13483859811.847534,13483868349.615265,8537.76773071289
BTN,tobacco_t3,Intervention cost (USD) by 2030,0,181196.89431436145,181196.89431436145
BTN,tobacco_t3,Intervention cost (USD) by 2035,0,313544.4216085753,313544.4216085753
BTN,tobacco_t6,Total deaths averted by 2030,29914.68,29914.620000000003,-0.059999999997671694
BTN,tobacco_t6,Total deaths averted by 2035,57002.05,57001.69000000001,-0.3599999999933061
BTN,tobacco_t6,Cases averted by 2030,81417.87000000001,81398.43,-19.44000000001688
BTN,tobacco_t6,Cases averted by 2035,168623.68999999997,168542.96,-80.72999999998137
BTN,tobacco_t6,Total healthy years lived by 2030,4161431.1299999994,4161432.2399999993,1.1099999998696148
BTN,tobacco_t6,Total healthy years lived by 2035,7711621.700000001,7711626.919999999,5.2199999978765845
BTN,tobacco_t6,Economic benefit (USD) by 2030,7685013393.02753,7685015924.664583,2531.637053489685
BTN,tobacco_t6,Economic benefit (USD) by 2035,13483859811.847534,13483870345.70335,10533.855815887451
BTN,tobacco_t6,Intervention cost (USD) by 2030,0,181196.89500444848,181196.89500444848
BTN,tobacco_t6,Intervention cost (USD) by 2035,0,313544.429427915,313544.429427915
BTN,tobacco_t4,Total deaths averted by 2030,29914.68,29914.57,-0.11000000000058208
BTN,tobacco_t4,Total deaths averted by 2035,57002.05,57001.340000000004,-0.7099999999991269
BTN,tobacco_t4,Cases averted by 2030,81417.87000000001,81381.03,-36.84000000001106
BTN,tobacco_t4,Cases averted by 2035,168623.68999999997,168470.69,-152.9999999999709
BTN,tobacco_t4,Total healthy years lived by 2030,4161431.1299999994,4161433.2300000004,2.100000001024455
BTN,tobacco_t4,Total healthy years lived by 2035,7711621.700000001,7711631.550000001,9.849999999627471
BTN,tobacco_t4,Economic benefit (USD) by 2030,7685013393.02753,7685018190.255813,4797.228282928467
BTN,tobacco_t4,Economic benefit (USD) by 2035,13483859811.847534,13483879776.123417,19964.275882720947
BTN,tobacco_t4,Intervention cost (USD) by 2030,0,181196.8992393839,181196.8992393839
BTN,tobacco_t4,Intervention cost (USD) by 2035,0,313544.466919352,313544.466919352
BTN,tobacco_t5,Total deaths averted by 2030,29914.68,29914.579999999998,-0.10000000000218279
BTN,tobacco_t5,Total deaths averted by 2035,57002.05,57001.44,-0.6100000000005821
BTN,tobacco_t5,Cases averted by 2030,81417.87000000001,81386.31,-31.560000000012224
BTN,tobacco_t5,Cases averted by 2035,168623.68999999997,168492.62000000002,-131.06999999994878
BTN,tobacco_t5,Total healthy years lived by 2030,4161431.1299999994,4161432.9299999997,1.8000000002793968
BTN,tobacco_t5,Total healthy years lived by 2035,7711621.700000001,7711630.140000001,8.43999999947846
BTN,tobacco_t5,Economic benefit (USD) by 2030,7685013393.02753,7685017502.956904,4109.929374694824
BTN,tobacco_t5,Economic benefit (USD) by 2035,13483859811.847534,13483876914.894642,17103.047107696533
BTN,tobacco_t5,Intervention cost (USD) by 2030,0,181196.89820521316,181196.89820521316
BTN,tobacco_t5,Intervention cost (USD) by 2035,0,313544.4556328882,313544.4556328882
BIH,tobacco_t1,Total deaths averted by 2030,217609.54,217609.29,-0.25
BIH,tobacco_t1,Total deaths averted by 2035,398604.4099999999,398603.57999999996,-0.8299999999580905
BIH,tobacco_t1,Cases averted by 2030,1064328.8499999999,1063165.78,-1163.0699999998324
BIH,tobacco_t1,Cases averted by 2035,2041872.3699999999,2038645.7700000003,-3226.5999999996275
BIH,tobacco_t1,Total healthy years lived by 2030,15818922.41,15818959.67,37.25999999977648
BIH,tobacco_t1,Total healthy years lived by 2035,28094148.87,28094253.16,104.28999999910593
BIH,tobacco_t1,Economic benefit (USD) by 2030,57303182343.05796,57303329072.74739,146729.68943023682
BIH,tobacco_t1,Economic benefit (USD) by 2035,94467684919.11992,94468051752.31458,366833.19465637207
BIH,tobacco_t1,Intervention cost (USD) by 2030,0,1197714.2281119467,1197714.2281119467
BIH,tobacco_t1,Intervention cost (USD) by 2035,0,1990751.1671067362,1990751.1671067362
BIH,asthma_cr1,Total deaths averted by 2030,217609.54,217609.53999999998,-2.9103830456733704e-11
BIH,asthma_cr1,Total deaths averted by 2035,398604.4099999999,398604.41,5.820766091346741e-11
BIH,asthma_cr1,Cases averted by 2030,1064328.8499999999,1064328.85,2.3283064365386963e-10
BIH,asthma_cr1,Cases averted by 2035,2041872.3699999999,2041872.3700000003,4.656612873077393e-10
BIH,asthma_cr1,Total healthy years lived by 2030,15818922.41,15821054.17,2131.7599999997765
BIH,asthma_cr1,Total healthy years lived by 2035,28094148.87,28099131.160000004,4982.290000002831
BIH,asthma_cr1,Economic benefit (USD) by 2030,57303182343.05796,57309383509.13706,6201166.0791015625
BIH,asthma_cr1,Economic benefit (USD) by 2035,94467684919.11992,94480930949.90573,13246030.785812378
BIH,asthma_cr1,Intervention cost (USD) by 2030,0,11121631.76535685,11121631.76535685
BIH,asthma_cr1,Intervention cost (USD) by 2035,0,18485544.768221706,18485544.768221706
BIH,tobacco_t2,Total deaths averted by 2030,217609.54,217609.4,-0.14000000001396984
BIH,tobacco_t2,Total deaths averted by 2035,398604.4099999999,398603.60000000003,-0.8099999998812564
BIH,tobacco_t2,Cases averted by 2030,1064328.8499999999,1063488.7999999998,-840.0500000000466
BIH,tobacco_t2,Cases averted by 2035,2041872.3699999999,2038618.57,-3253.7999999998137
BIH,tobacco_t2,Total healthy years lived by 2030,15818922.41,15818949.23,26.820000000298023
BIH,tobacco_t2,Total healthy years lived by 2035,28094148.87,28094253.639999997,104.76999999582767
BIH,tobacco_t2,Economic benefit (USD) by 2030,57303182343.05796,57303285527.38472,103184.32675933838
BIH,tobacco_t2,Economic benefit (USD) by 2035,94467684919.11992,94468044824.52074,359905.4008178711
BIH,tobacco_t2,Intervention cost (USD) by 2030,0,3764244.653756165,3764244.653756165
BIH,tobacco_t2,Intervention cost (USD) by 2035,0,6256646.425826101,6256646.425826101
BIH,tobacco_t3,Total deaths averted by 2030,217609.54,217609.45999999996,-0.08000000004540198
BIH,tobacco_t3,Total deaths averted by 2035,398604.4099999999,398603.92999999993,-0.47999999998137355
BIH,tobacco_t3,Cases averted by 2030,1064328.8499999999,1063826.49,-502.3599999998696
BIH,tobacco_t3,Cases averted by 2035,2041872.3699999999,2039927.43,-1944.9399999999441
BIH,tobacco_t3,Total healthy years lived by 2030,15818922.41,15818938.43,16.019999999552965
BIH,tobacco_t3,Total healthy years lived by 2035,28094148.87,28094211.480000004,62.610000003129244
BIH,tobacco_t3,Economic benefit (USD) by 2030,57303182343.05796,57303244018.10817,61675.05020904541
BIH,tobacco_t3,Economic benefit (USD) by 2035,94467684919.11992,94467899941.12366,215022.00373840332
BIH,tobacco_t3,Intervention cost (USD) by 2030,0,684408.1146288621,684408.1146288621
BIH,tobacco_t3,Intervention cost (USD) by 2035,0,1137572.0405631617,1137572.0405631617
BIH,tobacco_t6,Total deaths averted by 2030,217609.54,217609.43,-0.11000000001513399
BIH,tobacco_t6,Total deaths averted by 2035,398604.4099999999,398603.80000000005,-0.6099999998696148
BIH,tobacco_t6,Cases averted by 2030,1064328.8499999999,1063708.5499999998,-620.3000000000466
BIH,tobacco_t6,Cases averted by 2035,2041872.3699999999,2039470.4299999997,-2401.940000000177
BIH,tobacco_t6,Total healthy years lived by 2030,15818922.41,15818942.200000001,19.790000000968575
BIH,tobacco_t6,Total healthy years lived by 2035,28094148.87,28094226.209999997,77.3399999961257
BIH,tobacco_t6,Economic benefit (USD) by 2030,57303182343.05796,57303258510.32976,76167.27179718018
BIH,tobacco_t6,Economic benefit (USD) by 2035,94467684919.11992,94467950509.36024,265590.24032592773
BIH,tobacco_t6,Intervention cost (USD) by 2030,0,684408.1160193875,684408.1160193875
BIH,tobacco_t6,Intervention cost (USD) by 2035,0,1137572.0528283105,1137572.0528283105
BIH,tobacco_t4,Total deaths averted by 2030,217609.54,217609.33,-0.21000000002095476
BIH,tobacco_t4,Total deaths averted by 2035,398604.4099999999,398603.26,-1.1499999999068677
BIH,tobacco_t4,Cases averted by 2030,1064328.8499999999,1063148.85,-1179.9999999997672
BIH,tobacco_t4,Cases averted by 2035,2041872.3699999999,2037299.78,-4572.589999999851
BIH,tobacco_t4,Total healthy years lived by 2030,15818922.41,15818960.07,37.66000000014901
BIH,tobacco_t4,Total healthy years lived by 2035,28094148.87,28094296.09,147.2199999988079
BIH,tobacco_t4,Economic benefit (USD) by 2030,57303182343.05796,57303327355.57554,145012.517578125
BIH,tobacco_t4,Economic benefit (USD) by 2035,94467684919.11992,94468190956.58405,506037.4641265869
BIH,tobacco_t4,Intervention cost (USD) by 2030,0,684408.1226793485,684408.1226793485
BIH,tobacco_t4,Intervention cost (USD) by 2035,0,1137572.113574052,1137572.113574052
BIH,tobacco_t5,Total deaths averted by 2030,217609.54,217609.36000000002,-0.17999999999301508
BIH,tobacco_t5,Total deaths averted by 2035,398604.4099999999,398603.3999999999,-1.0100000000093132
BIH,tobacco_t5,Cases averted by 2030,1064328.8499999999,1063319.1099999999,-1009.7399999999907
BIH,tobacco_t5,Cases averted by 2035,2041872.3699999999,2037960.4200000002,-3911.9499999997206
BIH,tobacco_t5,Total healthy years lived by 2030,15818922.41,15818954.649999999,32.23999999836087
BIH,tobacco_t5,Total healthy years lived by 2035,28094148.87,28094274.84,125.9699999988079
