country,scenario,metric,baseline_value,comparison_value,difference
CHL,tobacco_t3,Cases averted by 2035,15371281.94,15360701.040000001,-10580.89999999851
CHL,tobacco_t3,Total healthy years lived by 2030,104898924.93,104899071.00999999,146.0799999833107
CHL,tobacco_t3,Total healthy years lived by 2035,196299929.79,196300537.13000003,607.3400000333786
CHL,tobacco_t3,Economic benefit (USD) by 2030,884735472169.8201,884736914131.6201,1441961.8000488281
CHL,tobacco_t3,Economic benefit (USD) by 2035,1649955844576.67,1649961834528.61,5989951.940185547
CHL,tobacco_t6,Total deaths averted by 2030,798810.54,798810.23,-0.31000000005587935
CHL,tobacco_t6,Total deaths averted by 2035,1558376.9000000001,1558374.9899999998,-1.9100000003818423
CHL,tobacco_t6,Cases averted by 2030,7715229.7,7712093.780000001,-3135.919999998994
CHL,tobacco_t6,Cases averted by 2035,15371281.94,15358217.43,-13064.509999999776
CHL,tobacco_t6,Total healthy years lived by 2030,104898924.93,104899105.26999998,180.33999997377396
CHL,tobacco_t6,Total healthy years lived by 2035,196299929.79,196300679.69,749.9000000059605
CHL,tobacco_t6,Economic benefit (USD) by 2030,884735472169.8201,884737252563.8701,1780394.0500488281
CHL,tobacco_t6,Economic benefit (USD) by 2035,1649955844576.67,1649963241469.54,7396892.8701171875
CHL,tobacco_t4,Total deaths averted by 2030,798810.54,798809.9099999999,-0.6300000001210719
CHL,tobacco_t4,Total deaths averted by 2035,1558376.9000000001,1558373.2299999997,-3.6700000003911555
CHL,tobacco_t4,Cases averted by 2030,7715229.7,7709268.529999999,-5961.170000000857
CHL,tobacco_t4,Cases averted by 2035,15371281.94,15346432.450000001,-24849.48999999836
CHL,tobacco_t4,Total healthy years lived by 2030,104898924.93,104899267.75,342.81999999284744
CHL,tobacco_t4,Total healthy years lived by 2035,196299929.79,196301356.20999998,1426.419999986887
CHL,tobacco_t4,Economic benefit (USD) by 2030,884735472169.8201,884738858221.31,3386051.4899902344
CHL,tobacco_t4,Economic benefit (USD) by 2035,1649955844576.67,1649969922164.4097,14077587.739746094
CHL,tobacco_t5,Total deaths averted by 2030,798810.54,798810.0099999999,-0.530000000144355
CHL,tobacco_t5,Total deaths averted by 2035,1558376.9000000001,1558373.7600000002,-3.1399999998975545
CHL,tobacco_t5,Cases averted by 2030,7715229.7,7710127.510000001,-5102.1899999994785
CHL,tobacco_t5,Cases averted by 2035,15371281.94,15350017.029999997,-21264.91000000201
CHL,tobacco_t5,Total healthy years lived by 2030,104898924.93,104899218.35999998,293.42999997735023
CHL,tobacco_t5,Total healthy years lived by 2035,196299929.79,196301150.45,1220.6599999964237
CHL,tobacco_t5,Economic benefit (USD) by 2030,884735472169.8201,884738369873.06,2897703.2399902344
CHL,tobacco_t5,Economic benefit (USD) by 2035,1649955844576.67,1649967889303.33,12044726.66015625
CHN,tobacco_t1,Total deaths averted by 2030,67121674.72,67121624.49,-50.230000004172325
CHN,tobacco_t1,Total deaths averted by 2035,130263785.39999999,130263612.28,-173.1199999898672
CHN,tobacco_t1,Cases averted by 2030,188769142.58999997,188728399.64,-40742.94999998808
CHN,tobacco_t1,Cases averted by 2035,377253486.32000005,377135594.68,-117891.6400000453
CHN,tobacco_t1,Total healthy years lived by 2030,7540759545.0,7540761857.009998,2312.009998321533
CHN,tobacco_t1,Total healthy years lived by 2035,13738053280.96,13738060239.11,6958.150001525879
CHN,tobacco_t1,Economic benefit (USD) by 2030,50724179000049.89,50724195945048.99,16944999.1015625
CHN,tobacco_t1,Economic benefit (USD) by 2035,92370671643185.14,92370720010122.48,48366937.34375
CHN,asthma_cr1,Total deaths averted by 2030,67121674.72,67121674.72,0.0
CHN,asthma_cr1,Total deaths averted by 2035,130263785.39999999,130263785.4,1.4901161193847656e-08
CHN,asthma_cr1,Cases averted by 2030,188769142.58999997,188769142.59,2.9802322387695312e-08
CHN,asthma_cr1,Cases averted by 2035,377253486.32000005,377253486.32000005,0.0
CHN,asthma_cr1,Total healthy years lived by 2030,7540759545.0,7541439282.84,679737.8400001526
CHN,asthma_cr1,Total healthy years lived by 2035,13738053280.96,13739699609.42,1646328.4600009918
CHN,asthma_cr1,Economic benefit (USD) by 2030,50724179000049.89,50727618578560.266,3439578510.375
CHN,asthma_cr1,Economic benefit (USD) by 2035,92370671643185.14,92379247573047.05,8575929861.90625
CHN,tobacco_t2,Total deaths averted by 2030,67121674.72,67121568.52000001,-106.19999998807907
CHN,tobacco_t2,Total deaths averted by 2035,130263785.39999999,130263206.89000002,-578.5099999755621
CHN,tobacco_t2,Cases averted by 2030,188769142.58999997,188672324.78999996,-96817.80000001192
CHN,tobacco_t2,Cases averted by 2035,377253486.32000005,376861858.23999995,-391628.0800001025
CHN,tobacco_t2,Total healthy years lived by 2030,7540759545.0,7540764964.92,5419.920000076294
CHN,tobacco_t2,Total healthy years lived by 2035,13738053280.96,13738076096.769999,22815.809999465942
CHN,tobacco_t2,Economic benefit (USD) by 2030,50724179000049.89,50724218877851.81,39877801.921875
CHN,tobacco_t2,Economic benefit (USD) by 2035,92370671643185.14,92370830461401.08,158818215.9375
CHN,tobacco_t3,Total deaths averted by 2030,67121674.72,67121611.18,-63.53999999165535
CHN,tobacco_t3,Total deaths averted by 2035,130263785.39999999,130263439.54000002,-345.85999996960163
CHN,tobacco_t3,Cases averted by 2030,188769142.58999997,188711260.17000002,-57882.419999957085
CHN,tobacco_t3,Cases averted by 2035,377253486.32000005,377019458.01,-234028.310000062
CHN,tobacco_t3,Total healthy years lived by 2030,7540759545.0,7540762785.36,3240.3599996566772
CHN,tobacco_t3,Total healthy years lived by 2035,13738053280.96,13738066915.749996,13634.78999710083
CHN,tobacco_t3,Economic benefit (USD) by 2030,50724179000049.89,50724202837313.81,23837263.921875
CHN,tobacco_t3,Economic benefit (USD) by 2035,92370671643185.14,92370766533757.77,94890572.625
CHN,tobacco_t6,Total deaths averted by 2030,67121674.72,67121596.28,-78.43999999761581
CHN,tobacco_t6,Total deaths averted by 2035,130263785.39999999,130263358.29000002,-427.10999996960163
CHN,tobacco_t6,Cases averted by 2030,188769142.58999997,188697664.63,-71477.95999997854
CHN,tobacco_t6,Cases averted by 2035,377253486.32000005,376964443.2,-289043.1200000644
CHN,tobacco_t6,Total healthy years lived by 2030,7540759545.0,7540763546.440001,4001.4400005340576
CHN,tobacco_t6,Total healthy years lived by 2035,13738053280.96,13738070120.74,16839.780000686646
CHN,tobacco_t6,Economic benefit (USD) by 2030,50724179000049.89,50724208437827.27,29437777.3828125
CHN,tobacco_t6,Economic benefit (USD) by 2035,92370671643185.14,92370788847167.94,117203982.796875
CHN,tobacco_t4,Total deaths averted by 2030,67121674.72,67121525.58,-149.14000000059605
CHN,tobacco_t4,Total deaths averted by 2035,130263785.39999999,130262972.52999999,-812.8700000047684
CHN,tobacco_t4,Cases averted by 2030,188769142.58999997,188633107.39999998,-136035.18999999762
CHN,tobacco_t4,Cases averted by 2035,377253486.32000005,376702972.62000006,-550513.6999999881
CHN,tobacco_t4,Total healthy years lived by 2030,7540759545.0,7540767160.150001,7615.150000572205
CHN,tobacco_t4,Total healthy years lived by 2035,13738053280.96,13738085351.900002,32070.940002441406
CHN,tobacco_t4,Economic benefit (USD) by 2030,50724179000049.89,50724235039511.22,56039461.328125
CHN,tobacco_t4,Economic benefit (USD) by 2035,92370671643185.14,92370894931981.58,223288796.4375
CHN,tobacco_t5,Total deaths averted by 2030,67121674.72,67121547.07,-127.65000000596046
CHN,tobacco_t5,Total deaths averted by 2035,130263785.39999999,130263089.9,-695.4999999850988
CHN,tobacco_t5,Cases averted by 2030,188769142.58999997,188652751.57999998,-116391.00999999046
CHN,tobacco_t5,Cases averted by 2035,377253486.32000005,376782577.31,-470909.01000005007
CHN,tobacco_t5,Total healthy years lived by 2030,7540759545.0,7540766060.559999,6515.559999465942
CHN,tobacco_t5,Total healthy years lived by 2035,13738053280.96,13738080715.0,27434.040000915527
CHN,tobacco_t5,Economic benefit (USD) by 2030,50724179000049.89,50724226943438.17,47943388.28125
CHN,tobacco_t5,Economic benefit (USD) by 2035,92370671643185.14,92370862628327.69,190985142.546875
COL,tobacco_t1,Total deaths averted by 2030,1850357.87,1850357.24,-0.6300000001210719
COL,tobacco_t1,Total deaths averted by 2035,3680524.3599999994,3680521.95,-2.409999999217689
COL,tobacco_t1,Cases averted by 2030,12939609.219999999,12935338.34,-4270.879999998957
COL,tobacco_t1,Cases averted by 2035,26791655.31,26779242.709999997,-12412.60000000149
COL,tobacco_t1,Total healthy years lived by 2030,284535878.26,284536133.10999995,254.8499999642372
COL,tobacco_t1,Total healthy years lived by 2035,533709774.6700001,533710515.03999996,740.3699998855591
COL,tobacco_t1,Economic benefit (USD) by 2030,1148649633207.5,1148650984328.9,1351121.3999023438
COL,tobacco_t1,Economic benefit (USD) by 2035,2157810760109.2498,2157814767169.8398,4007060.5900878906
COL,asthma_cr1,Total deaths averted by 2030,1850357.87,1850357.8699999996,-4.656612873077393e-10
COL,asthma_cr1,Total deaths averted by 2035,3680524.3599999994,3680524.36,4.656612873077393e-10
COL,asthma_cr1,Cases averted by 2030,12939609.219999999,12939609.219999999,0.0
COL,asthma_cr1,Cases averted by 2035,26791655.31,26791655.31,0.0
COL,asthma_cr1,Total healthy years lived by 2030,284535878.26,284587113.39,51235.12999999523
COL,asthma_cr1,Total healthy years lived by 2035,533709774.6700001,533838048.75000006,128274.07999998331
COL,asthma_cr1,Economic benefit (USD) by 2030,1148649633207.5,1148780295304.82,130662097.32006836
COL,asthma_cr1,Economic benefit (USD) by 2035,2157810760109.2498,2158146223060.4402,335462951.1904297
COL,tobacco_t2,Total deaths averted by 2030,1850357.87,1850357.4800000002,-0.3899999998975545
COL,tobacco_t2,Total deaths averted by 2035,3680524.3599999994,3680521.9400000004,-2.4199999989941716
COL,tobacco_t2,Cases averted by 2030,12939609.219999999,12936388.319999998,-3220.9000000003725
COL,tobacco_t2,Cases averted by 2035,26791655.31,26778588.92,-13066.38999999687
COL,tobacco_t2,Total healthy years lived by 2030,284535878.26,284536070.35,192.0900000333786
COL,tobacco_t2,Total healthy years lived by 2035,533709774.6700001,533710553.2,778.5299999117851
COL,tobacco_t2,Economic benefit (USD) by 2030,1148649633207.5,1148650637976.97,1004769.4699707031
COL,tobacco_t2,Economic benefit (USD) by 2035,2157810760109.2498,2157814945719.3198,4185610.0700683594
COL,tobacco_t3,Total deaths averted by 2030,1850357.87,1850357.6300000001,-0.23999999999068677
COL,tobacco_t3,Total deaths averted by 2035,3680524.3599999994,3680522.8999999994,-1.459999999962747
COL,tobacco_t3,Cases averted by 2030,12939609.219999999,12937679.53,-1929.6899999994785
COL,tobacco_t3,Cases averted by 2035,26791655.31,26783828.41,-7826.89999999851
COL,tobacco_t3,Total healthy years lived by 2030,284535878.26,284535993.33,115.06999999284744
COL,tobacco_t3,Total healthy years lived by 2035,533709774.6700001,533710241.01,466.3399999141693
COL,tobacco_t3,Economic benefit (USD) by 2030,1148649633207.5,1148650235097.75,601890.25
COL,tobacco_t3,Economic benefit (USD) by 2035,2157810760109.2498,2157813266966.0698,2506856.8200683594
COL,tobacco_t6,Total deaths averted by 2030,1850357.87,1850357.56,-0.31000000005587935
COL,tobacco_t6,Total deaths averted by 2035,3680524.3599999994,3680522.5300000003,-1.8299999991431832
COL,tobacco_t6,Cases averted by 2030,12939609.219999999,12937228.04,-2381.179999999702
COL,tobacco_t6,Cases averted by 2035,26791655.31,26781996.55,-9658.759999997914
COL,tobacco_t6,Total healthy years lived by 2030,284535878.26,284536020.27000004,142.0100000500679
COL,tobacco_t6,Total healthy years lived by 2035,533709774.6700001,533710350.16,575.4899999499321
COL,tobacco_t6,Economic benefit (USD) by 2030,1148649633207.5,1148650375957.5898,742750.08984375
COL,tobacco_t6,Economic benefit (USD) by 2035,2157810760109.2498,2157813853843.1501,3093733.900390625
COL,tobacco_t4,Total deaths averted by 2030,1850357.87,1850357.29,-0.5800000000745058
COL,tobacco_t4,Total deaths averted by 2035,3680524.3599999994,3680520.9000000004,-3.4599999990314245
COL,tobacco_t4,Cases averted by 2030,12939609.219999999,12935093.3,-4515.919999998063
COL,tobacco_t4,Cases averted by 2035,26791655.31,26773332.08,-18323.230000000447
COL,tobacco_t4,Total healthy years lived by 2030,284535878.26,284536147.57,269.3100000023842
COL,tobacco_t4,Total healthy years lived by 2035,533709774.6700001,533710866.40000004,1091.7299999594688
COL,tobacco_t4,Economic benefit (USD) by 2030,1148649633207.5,1148651042160.3398,1408952.83984375
COL,tobacco_t4,Economic benefit (USD) by 2035,2157810760109.2498,2157816630528.8398,5870419.590087891
COL,tobacco_t5,Total deaths averted by 2030,1850357.87,1850357.3900000004,-0.4799999997485429
COL,tobacco_t5,Total deaths averted by 2035,3680524.3599999994,3680521.4199999995,-2.9399999999441206
COL,tobacco_t5,Cases averted by 2030,12939609.219999999,12935741.280000001,-3867.939999997616
COL,tobacco_t5,Cases averted by 2035,26791655.31,26775962.66,-15692.64999999851
COL,tobacco_t5,Total healthy years lived by 2030,284535878.26,284536108.90999997,230.64999997615814
COL,tobacco_t5,Total healthy years lived by 2035,533709774.6700001,533710709.65,934.9799998998642
COL,tobacco_t5,Economic benefit (USD) by 2030,1148649633207.5,1148650839905.16,1206697.6599121094
COL,tobacco_t5,Economic benefit (USD) by 2035,2157810760109.2498,2157815787364.6802,5027255.430419922
COM,tobacco_t1,Total deaths averted by 2030,40266.74,40266.66,-0.07999999999447027
COM,tobacco_t1,Total deaths averted by 2035,75537.45,75537.15999999999,-0.2900000000081491
COM,tobacco_t1,Cases averted by 2030,292466.86,292407.80000000005,-59.059999999939464
COM,tobacco_t1,Cases averted by 2035,611524.23,611351.9799999999,-172.25000000011642
COM,tobacco_t1,Total healthy years lived by 2030,4761074.11,4761079.16,5.0499999998137355
COM,tobacco_t1,Total healthy years lived by 2035,9082448.86,9082463.99,15.130000000819564
COM,tobacco_t1,Economic benefit (USD) by 2030,2952905286.9,2952911311.52,6024.619999885559
COM,tobacco_t1,Economic benefit (USD) by 2035,5728155556.25,5728174107.17,18550.920000076294
COM,asthma_cr1,Total deaths averted by 2030,40266.74,40266.74,0.0
COM,asthma_cr1,Total deaths averted by 2035,75537.45,75537.44999999998,-1.4551915228366852e-11
COM,asthma_cr1,Cases averted by 2030,292466.86,292466.86,0.0
COM,asthma_cr1,Cases averted by 2035,611524.23,611524.2300000001,1.1641532182693481e-10
COM,asthma_cr1,Total healthy years lived by 2030,4761074.11,4762739.2,1665.089999999851
COM,asthma_cr1,Total healthy years lived by 2035,9082448.86,9086659.44,4210.5800000000745
COM,asthma_cr1,Economic benefit (USD) by 2030,2952905286.9,2953579888.1099997,674601.2099995613
COM,asthma_cr1,Economic benefit (USD) by 2035,5728155556.25,5729918717.849999,1763161.5999994278
COM,tobacco_t2,Total deaths averted by 2030,40266.74,40266.670000000006,-0.069999999992433
COM,tobacco_t2,Total deaths averted by 2035,75537.45,75537.14,-0.3099999999976717
COM,tobacco_t2,Cases averted by 2030,292466.86,292424.12,-42.73999999999069
COM,tobacco_t2,Cases averted by 2035,611524.23,611349.9500000001,-174.27999999991152
COM,tobacco_t2,Total healthy years lived by 2030,4761074.11,4761077.72,3.6099999994039536
COM,tobacco_t2,Total healthy years lived by 2035,9082448.86,9082463.98,15.120000001043081
COM,tobacco_t2,Economic benefit (USD) by 2030,2952905286.9,2952909544.51,4257.610000133514
COM,tobacco_t2,Economic benefit (USD) by 2035,5728155556.25,5728173948.889999,18392.63999938965
COM,tobacco_t3,Total deaths averted by 2030,40266.74,40266.71000000001,-0.02999999999155989
COM,tobacco_t3,Total deaths averted by 2035,75537.45,75537.26999999997,-0.1800000000221189
COM,tobacco_t3,Cases averted by 2030,292466.86,292441.27,-25.589999999967404
COM,tobacco_t3,Cases averted by 2035,611524.23,611419.88,-104.34999999997672
COM,tobacco_t3,Total healthy years lived by 2030,4761074.11,4761076.2700000005,2.1600000001490116
COM,tobacco_t3,Total healthy years lived by 2035,9082448.86,9082457.919999998,9.059999998658895
COM,tobacco_t3,Economic benefit (USD) by 2030,2952905286.9,2952907836.82,2549.920000076294
COM,tobacco_t3,Economic benefit (USD) by 2035,5728155556.25,5728166569.34,11013.090000152588
COM,tobacco_t6,Total deaths averted by 2030,40266.74,40266.7,-0.040000000000873115
COM,tobacco_t6,Total deaths averted by 2035,75537.45,75537.23,-0.22000000000116415
COM,tobacco_t6,Cases averted by 2030,292466.86,292435.27,-31.589999999967404
COM,tobacco_t6,Cases averted by 2035,611524.23,611395.43,-128.79999999993015
COM,tobacco_t6,Total healthy years lived by 2030,4761074.11,4761076.78,2.669999999925494
COM,tobacco_t6,Total healthy years lived by 2035,9082448.86,9082460.030000001,11.17000000178814
COM,tobacco_t6,Economic benefit (USD) by 2030,2952905286.9,2952908433.81,3146.909999847412
COM,tobacco_t6,Economic benefit (USD) by 2035,5728155556.25,5728169148.76,13592.510000228882
COM,tobacco_t4,Total deaths averted by 2030,40266.74,40266.65,-0.08999999999650754
COM,tobacco_t4,Total deaths averted by 2035,75537.45,75537.03,-0.41999999999825377
COM,tobacco_t4,Cases averted by 2030,292466.86,292406.93000000005,-59.92999999993481
COM,tobacco_t4,Cases averted by 2035,611524.23,611279.8099999999,-244.4200000000419
COM,tobacco_t4,Total healthy years lived by 2030,4761074.11,4761079.16,5.0499999998137355
COM,tobacco_t4,Total healthy years lived by 2035,9082448.86,9082470.07,21.21000000089407
COM,tobacco_t4,Economic benefit (USD) by 2030,2952905286.9,2952911258.48,5971.579999923706
COM,tobacco_t4,Economic benefit (USD) by 2035,5728155556.25,5728181358.72,25802.47000026703
COM,tobacco_t5,Total deaths averted by 2030,40266.74,40266.67,-0.06999999999970896
COM,tobacco_t5,Total deaths averted by 2035,75537.45,75537.06999999999,-0.3800000000046566
COM,tobacco_t5,Cases averted by 2030,292466.86,292415.54,-51.320000000006985
COM,tobacco_t5,Cases averted by 2035,611524.23,611314.92,-209.30999999993946
COM,tobacco_t5,Total healthy years lived by 2030,4761074.11,4761078.44,4.330000000074506
COM,tobacco_t5,Total healthy years lived by 2035,9082448.86,9082467.03,18.169999999925494
COM,tobacco_t5,Economic benefit (USD) by 2030,2952905286.9,2952910400.71,5113.8099999427795
COM,tobacco_t5,Economic benefit (USD) by 2035,5728155556.25,5728177650.000001,22093.750000953674
COG,tobacco_t1,Total deaths averted by 2030,280012.96,280012.41,-0.5500000000465661
COG,tobacco_t1,Total deaths averted by 2035,544173.46,544171.4700000001,-1.9899999998742715
COG,tobacco_t1,Cases averted by 2030,1892116.92,1891776.85,-340.06999999983236
COG,tobacco_t1,Cases averted by 2035,3993658.06,3992652.3500000006,-1005.7099999994971
COG,tobacco_t1,Total healthy years lived by 2030,34561835.74,34561864.49,28.75
COG,tobacco_t1,Total healthy years lived by 2035,66650041.949999996,66650129.83,87.88000000268221
COG,tobacco_t1,Economic benefit (USD) by 2030,28121821686.96,28121867138.980003,45452.02000427246
COG,tobacco_t1,Economic benefit (USD) by 2035,55316420697.369995,55316560932.189995,140234.81999969482
COG,asthma_cr1,Total deaths averted by 2030,280012.96,280012.96,0.0
COG,asthma_cr1,Total deaths averted by 2035,544173.46,544173.46,0.0
COG,asthma_cr1,Cases averted by 2030,1892116.92,1892116.9200000002,2.3283064365386963e-10
COG,asthma_cr1,Cases averted by 2035,3993658.06,3993658.0599999996,-4.656612873077393e-10
COG,asthma_cr1,Total healthy years lived by 2030,34561835.74,34572517.47,10681.729999996722
COG,asthma_cr1,Total healthy years lived by 2035,66650041.949999996,66677301.61,27259.660000003874
COG,asthma_cr1,Economic benefit (USD) by 2030,28121821686.96,28127616656.249996,5794969.289997101
COG,asthma_cr1,Economic benefit (USD) by 2035,55316420697.369995,55331831245.53,15410548.160003662
COG,tobacco_t2,Total deaths averted by 2030,280012.96,280012.61,-0.3500000000349246
COG,tobacco_t2,Total deaths averted by 2035,544173.46,544171.48,-1.9799999999813735
COG,tobacco_t2,Cases averted by 2030,1892116.92,1891868.8099999998,-248.11000000010245
COG,tobacco_t2,Cases averted by 2035,3993658.06,3992633.45,-1024.6099999998696
COG,tobacco_t2,Total healthy years lived by 2030,34561835.74,34561856.470000006,20.730000004172325
COG,tobacco_t2,Total healthy years lived by 2035,66650041.949999996,66650130.35999999,88.40999999642372
COG,tobacco_t2,Economic benefit (USD) by 2030,28121821686.96,28121854076.77,32389.81000137329
COG,tobacco_t2,Economic benefit (USD) by 2035,55316420697.369995,55316561067.600006,140370.23001098633
COG,tobacco_t3,Total deaths averted by 2030,280012.96,280012.73,-0.2300000000395812
COG,tobacco_t3,Total deaths averted by 2035,544173.46,544172.2499999999,-1.2100000000791624
COG,tobacco_t3,Cases averted by 2030,1892116.92,1891968.2599999998,-148.660000000149
COG,tobacco_t3,Cases averted by 2035,3993658.06,3993044.1900000004,-613.8699999996461
COG,tobacco_t3,Total healthy years lived by 2030,34561835.74,34561848.17,12.429999999701977
COG,tobacco_t3,Total healthy years lived by 2035,66650041.949999996,66650094.93,52.980000004172325
COG,tobacco_t3,Economic benefit (USD) by 2030,28121821686.96,28121841091.949997,19404.98999786377
COG,tobacco_t3,Economic benefit (USD) by 2035,55316420697.369995,55316504779.939995,84082.56999969482
COG,tobacco_t6,Total deaths averted by 2030,280012.96,280012.7,-0.2600000000093132
COG,tobacco_t6,Total deaths averted by 2035,544173.46,544172.0,-1.459999999962747
COG,tobacco_t6,Cases averted by 2030,1892116.92,1891933.48,-183.43999999994412
COG,tobacco_t6,Cases averted by 2035,3993658.06,3992900.5600000005,-757.4999999995343
COG,tobacco_t6,Total healthy years lived by 2030,34561835.74,34561851.09,15.350000001490116
COG,tobacco_t6,Total healthy years lived by 2035,66650041.949999996,66650107.33999999,65.38999999314547
COG,tobacco_t6,Economic benefit (USD) by 2030,28121821686.96,28121845632.25,23945.290000915527
COG,tobacco_t6,Economic benefit (USD) by 2035,55316420697.369995,55316524459.38,103762.01000213623
COG,tobacco_t4,Total deaths averted by 2030,280012.96,280012.4599999999,-0.5000000001164153
COG,tobacco_t4,Total deaths averted by 2035,544173.46,544170.6799999999,-2.7800000000279397
COG,tobacco_t4,Cases averted by 2030,1892116.92,1891769.11,-347.80999999982305
COG,tobacco_t4,Cases averted by 2035,3993658.06,3992221.5,-1436.5600000000559
COG,tobacco_t4,Total healthy years lived by 2030,34561835.74,34561864.81,29.070000000298023
COG,tobacco_t4,Total healthy years lived by 2035,66650041.949999996,66650165.94,123.99000000208616
COG,tobacco_t4,Economic benefit (USD) by 2030,28121821686.96,28121867100.35,45413.38999938965
COG,tobacco_t4,Economic benefit (USD) by 2035,55316420697.369995,55316617542.65999,196845.28999328613
COG,tobacco_t5,Total deaths averted by 2030,280012.96,280012.54,-0.4200000000419095
COG,tobacco_t5,Total deaths averted by 2035,544173.46,544171.0899999999,-2.3700000001117587
COG,tobacco_t5,Cases averted by 2030,1892116.92,1891818.9999999998,-297.9200000001583
COG,tobacco_t5,Cases averted by 2035,3993658.06,3992427.630000001,-1230.4299999992363
COG,tobacco_t5,Total healthy years lived by 2030,34561835.74,34561860.65,24.90999999642372
COG,tobacco_t5,Total healthy years lived by 2035,66650041.949999996,66650148.14,106.1900000050664
COG,tobacco_t5,Economic benefit (USD) by 2030,28121821686.96,28121860583.7,38896.74000167847
COG,tobacco_t5,Economic benefit (USD) by 2035,55316420697.369995,55316589281.630005,168584.26000976562
COD,tobacco_t1,Total deaths averted by 2030,5765847.130000001,5765832.210000001,-14.919999999925494
COD,tobacco_t1,Total deaths averted by 2035,11107586.38,11107534.599999998,-51.78000000305474
COD,tobacco_t1,Cases averted by 2030,28656737.270000003,28652526.0,-4211.270000003278
COD,tobacco_t1,Cases averted by 2035,62580980.74,62568461.30000001,-12519.439999990165
COD,tobacco_t1,Total healthy years lived by 2030,607664265.59,607664636.6600001,371.0700000524521
COD,tobacco_t1,Total healthy years lived by 2035,1201888204.53,1201889387.3,1182.7699999809265
COD,tobacco_t1,Economic benefit (USD) by 2030,127131065468.95999,127131233284.85999,167815.89999389648
COD,tobacco_t1,Economic benefit (USD) by 2035,254998476218.82,254999021843.38998,545624.5699768066
COD,asthma_cr1,Total deaths averted by 2030,5765847.130000001,5765847.13,-9.313225746154785e-10
COD,asthma_cr1,Total deaths averted by 2035,11107586.38,11107586.38,0.0
COD,asthma_cr1,Cases averted by 2030,28656737.270000003,28656737.27,-3.725290298461914e-09
COD,asthma_cr1,Cases averted by 2035,62580980.74,62580980.74,0.0
COD,asthma_cr1,Total healthy years lived by 2030,607664265.59,607829987.4499999,165721.8599998951
COD,asthma_cr1,Total healthy years lived by 2035,1201888204.53,1202324850.2800002,436645.7500002384
COD,asthma_cr1,Economic benefit (USD) by 2030,127131065468.95999,127153926807.41,22861338.450012207
COD,asthma_cr1,Economic benefit (USD) by 2035,254998476218.82,255061959849.48,63483630.66000366
COD,tobacco_t2,Total deaths averted by 2030,5765847.130000001,5765837.850000001,-9.28000000026077
COD,tobacco_t2,Total deaths averted by 2035,11107586.38,11107535.289999997,-51.09000000357628
COD,tobacco_t2,Cases averted by 2030,28656737.270000003,28653648.33,-3088.9400000050664
COD,tobacco_t2,Cases averted by 2035,62580980.74,62568139.93000001,-12840.809999994934
COD,tobacco_t2,Total healthy years lived by 2030,607664265.59,607664531.08,265.49000000953674
COD,tobacco_t2,Total healthy years lived by 2035,1201888204.53,1201889386.6000001,1182.0700001716614
COD,tobacco_t2,Economic benefit (USD) by 2030,127131065468.95999,127131184385.04999,118916.08999633789
COD,tobacco_t2,Economic benefit (USD) by 2035,254998476218.82,254999018219.34003,542000.5200195312
COD,tobacco_t3,Total deaths averted by 2030,5765847.130000001,5765841.57,-5.560000000521541
COD,tobacco_t3,Total deaths averted by 2035,11107586.38,11107555.78,-30.600000001490116
COD,tobacco_t3,Cases averted by 2030,28656737.270000003,28654886.91,-1850.3600000031292
COD,tobacco_t3,Cases averted by 2035,62580980.74,62573290.37,-7690.370000004768
COD,tobacco_t3,Total healthy years lived by 2030,607664265.59,607664424.6400001,159.05000007152557
COD,tobacco_t3,Total healthy years lived by 2035,1201888204.53,1201888912.5,707.9700000286102
COD,tobacco_t3,Economic benefit (USD) by 2030,127131065468.95999,127131136695.31999,71226.36000061035
COD,tobacco_t3,Economic benefit (USD) by 2035,254998476218.82,254998800787.46002,324568.64001464844
COD,tobacco_t6,Total deaths averted by 2030,5765847.130000001,5765840.26,-6.870000001043081
COD,tobacco_t6,Total deaths averted by 2035,11107586.38,11107548.609999998,-37.770000003278255
COD,tobacco_t6,Cases averted by 2030,28656737.270000003,28654453.86,-2283.4100000038743
COD,tobacco_t6,Cases averted by 2035,62580980.74,62571489.870000005,-9490.869999997318
COD,tobacco_t6,Total healthy years lived by 2030,607664265.59,607664461.86,196.2699999809265
COD,tobacco_t6,Total healthy years lived by 2035,1201888204.53,1201889078.2399998,873.7099997997284
COD,tobacco_t6,Economic benefit (USD) by 2030,127131065468.95999,127131153367.95001,87898.99002075195
COD,tobacco_t6,Economic benefit (USD) by 2035,254998476218.82,254998876792.39,400573.5700073242
COD,tobacco_t4,Total deaths averted by 2030,5765847.130000001,5765834.1000000015,-13.029999999329448
COD,tobacco_t4,Total deaths averted by 2035,11107586.38,11107514.7,-71.68000000156462
COD,tobacco_t4,Cases averted by 2030,28656737.270000003,28652405.72,-4331.55000000447
COD,tobacco_t4,Cases averted by 2035,62580980.74,62562970.54000001,-18010.19999999553
COD,tobacco_t4,Total healthy years lived by 2030,607664265.59,607664637.87,372.27999997138977
COD,tobacco_t4,Total healthy years lived by 2035,1201888204.53,1201889862.4399998,1657.909999847412
COD,tobacco_t4,Economic benefit (USD) by 2030,127131065468.95999,127131232240.48001,166771.52001953125
COD,tobacco_t4,Economic benefit (USD) by 2035,254998476218.82,254999236500.58997,760281.7699584961
