observation,age,value,region,sex
TheopPlusBeclom -> Disability,60_69,-0.24015361999999998,Eastern sub-Saharan Africa,M
TheopPlusBeclom -> Disability,70_79,-0.24015361999999998,Eastern sub-Saharan Africa,M
TheopPlusBeclom -> Disability,80_100,-0.24015361999999998,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,0_4,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,5_9,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,10_14,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,15_19,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,20_24,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,25_29,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,30_39,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,40_49,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,50_59,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,60_69,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,70_79,-0.33734070000000005,Eastern sub-Saharan Africa,M
AsthmaOralPrednisolone -> Disability,80_100,-0.33734070000000005,Eastern sub-Saharan Africa,M
DsFreeSus -> Disability,0_4,0.01795,High-income Asia Pacific,M
DsFreeSus -> Disability,5_9,0.028452,High-income Asia Pacific,M
DsFreeSus -> Disability,10_14,0.038953,High-income Asia Pacific,M
DsFreeSus -> Disability,15_19,0.049455,High-income Asia Pacific,M
DsFreeSus -> Disability,20_24,0.059956,High-income Asia Pacific,M
DsFreeSus -> Disability,25_29,0.070457,High-income Asia Pacific,M
DsFreeSus -> Disability,30_39,0.08621,High-income Asia Pacific,M
DsFreeSus -> Disability,40_49,0.107212,High-income Asia Pacific,M
DsFreeSus -> Disability,50_59,0.128215,High-income Asia Pacific,M
DsFreeSus -> Disability,60_69,0.149218,High-income Asia Pacific,M
DsFreeSus -> Disability,70_79,0.170221,High-income Asia Pacific,M
DsFreeSus -> Disability,80_100,0.196475,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,0_4,0.005,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,5_9,0.0254,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,10_14,0.0207,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,15_19,0.0021,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,20_24,0.0004,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,25_29,0.0014,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,30_39,0.002,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,40_49,0.0021,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,50_59,0.0025,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,60_69,0.0033,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,70_79,0.0046,High-income Asia Pacific,M
DsFreeSus -> AsthmaEpsd,80_100,0.0066,High-income Asia Pacific,M
AsthmaEpsd -> Disability,0_4,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,5_9,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,10_14,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,15_19,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,20_24,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,25_29,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,30_39,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,40_49,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,50_59,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,60_69,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,70_79,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> Disability,80_100,0.062913,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,0_4,0.053,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,5_9,0.0715,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,10_14,0.0904,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,15_19,0.1044,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,20_24,0.11,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,25_29,0.0989,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,30_39,0.0652,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,40_49,0.0444,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,50_59,0.0346,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,60_69,0.0365,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,70_79,0.033,High-income Asia Pacific,M
AsthmaEpsd -> DsFreeSus,80_100,0.032,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,0_4,0.007,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,5_9,0.0673,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,10_14,0.1402,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,15_19,0.1172,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,20_24,0.07,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,25_29,0.0447,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,30_39,0.0354,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,40_49,0.0363,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,50_59,0.0428,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,60_69,0.0534,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,70_79,0.0661,High-income Asia Pacific,M
Prevalence -> AsthmaEpsd,80_100,0.099,High-income Asia Pacific,M
Disability -> Disability,0_4,0.0,High-income Asia Pacific,M
Disability -> Disability,5_9,0.0,High-income Asia Pacific,M
Disability -> Disability,10_14,0.0,High-income Asia Pacific,M
Disability -> Disability,15_19,0.0,High-income Asia Pacific,M
Disability -> Disability,20_24,0.0,High-income Asia Pacific,M
Disability -> Disability,25_29,0.0,High-income Asia Pacific,M
Disability -> Disability,30_39,0.0,High-income Asia Pacific,M
Disability -> Disability,40_49,0.0,High-income Asia Pacific,M
Disability -> Disability,50_59,0.0,High-income Asia Pacific,M
Disability -> Disability,60_69,0.0,High-income Asia Pacific,M
Disability -> Disability,70_79,0.0,High-income Asia Pacific,M
Disability -> Disability,80_100,0.0,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,0_4,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,5_9,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,10_14,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,15_19,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,20_24,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,25_29,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,30_39,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,40_49,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,50_59,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,60_69,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,70_79,-0.00961066,High-income Asia Pacific,M
InhaleShortactingBeta -> Disability,80_100,-0.00961066,High-income Asia Pacific,M
LowDoseBeclom -> Disability,0_4,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,5_9,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,10_14,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,15_19,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,20_24,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,25_29,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,30_39,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,40_49,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,50_59,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,60_69,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,70_79,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Disability,80_100,-0.07979948,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,0_4,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,5_9,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,10_14,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,15_19,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,20_24,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,25_29,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,30_39,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,40_49,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,50_59,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,60_69,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,70_79,-0.5,High-income Asia Pacific,M
LowDoseBeclom -> Deceased,80_100,-0.5,High-income Asia Pacific,M
HighDoseBeclom -> Disability,0_4,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,5_9,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,10_14,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,15_19,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,20_24,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,25_29,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,30_39,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,40_49,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,50_59,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,60_69,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,70_79,-0.13260075000000002,High-income Asia Pacific,M
HighDoseBeclom -> Disability,80_100,-0.13260075000000002,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,0_4,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,5_9,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,10_14,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,15_19,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,20_24,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,25_29,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,30_39,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,40_49,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,50_59,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,60_69,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,70_79,-0.13752775,High-income Asia Pacific,M
OralPrednisTheopPlusBeclom -> Disability,80_100,-0.13752775,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,0_4,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,5_9,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,10_14,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,15_19,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,20_24,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,25_29,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,30_39,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,40_49,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,50_59,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,60_69,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,70_79,-0.24015361999999998,High-income Asia Pacific,M
TheopPlusBeclom -> Disability,80_100,-0.24015361999999998,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,0_4,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,5_9,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,10_14,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,15_19,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,20_24,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,25_29,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,30_39,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,40_49,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,50_59,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,60_69,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,70_79,-0.33734070000000005,High-income Asia Pacific,M
AsthmaOralPrednisolone -> Disability,80_100,-0.33734070000000005,High-income Asia Pacific,M
DsFreeSus -> Disability,0_4,0.028543,North Africa and Middle East,M
DsFreeSus -> Disability,5_9,0.043149,North Africa and Middle East,M
DsFreeSus -> Disability,10_14,0.057755,North Africa and Middle East,M
DsFreeSus -> Disability,15_19,0.072361,North Africa and Middle East,M
DsFreeSus -> Disability,20_24,0.086967,North Africa and Middle East,M
DsFreeSus -> Disability,25_29,0.101573,North Africa and Middle East,M
DsFreeSus -> Disability,30_39,0.123482,North Africa and Middle East,M
DsFreeSus -> Disability,40_49,0.152695,North Africa and Middle East,M
DsFreeSus -> Disability,50_59,0.181907,North Africa and Middle East,M
DsFreeSus -> Disability,60_69,0.211119,North Africa and Middle East,M
DsFreeSus -> Disability,70_79,0.240331,North Africa and Middle East,M
DsFreeSus -> Disability,80_100,0.276847,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,0_4,0.0045,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,5_9,0.0201,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,10_14,0.0162,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,15_19,0.0016,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,20_24,0.0002,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,25_29,0.0008,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,30_39,0.0018,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,40_49,0.002,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,50_59,0.0022,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,60_69,0.0026,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,70_79,0.0029,North Africa and Middle East,M
DsFreeSus -> AsthmaEpsd,80_100,0.0039,North Africa and Middle East,M
AsthmaEpsd -> Disability,0_4,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,5_9,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,10_14,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,15_19,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,20_24,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,25_29,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,30_39,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,40_49,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,50_59,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,60_69,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,70_79,0.074142,North Africa and Middle East,M
AsthmaEpsd -> Disability,80_100,0.074142,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,0_4,0.0527,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,5_9,0.0714,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,10_14,0.0907,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,15_19,0.1057,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,20_24,0.1118,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,25_29,0.0996,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,30_39,0.066,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,40_49,0.0446,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,50_59,0.0346,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,60_69,0.0365,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,70_79,0.0331,North Africa and Middle East,M
AsthmaEpsd -> DsFreeSus,80_100,0.032,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,0_4,0.0068,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,5_9,0.0558,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,10_14,0.114,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,15_19,0.0947,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,20_24,0.0559,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,25_29,0.0344,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,30_39,0.0278,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,40_49,0.0309,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,50_59,0.0379,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,60_69,0.0463,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,70_79,0.0527,North Africa and Middle East,M
Prevalence -> AsthmaEpsd,80_100,0.0679,North Africa and Middle East,M
Disability -> Disability,0_4,0.0,North Africa and Middle East,M
Disability -> Disability,5_9,0.0,North Africa and Middle East,M
Disability -> Disability,10_14,0.0,North Africa and Middle East,M
Disability -> Disability,15_19,0.0,North Africa and Middle East,M
Disability -> Disability,20_24,0.0,North Africa and Middle East,M
Disability -> Disability,25_29,0.0,North Africa and Middle East,M
Disability -> Disability,30_39,0.0,North Africa and Middle East,M
Disability -> Disability,40_49,0.0,North Africa and Middle East,M
Disability -> Disability,50_59,0.0,North Africa and Middle East,M
Disability -> Disability,60_69,0.0,North Africa and Middle East,M
Disability -> Disability,70_79,0.0,North Africa and Middle East,M
Disability -> Disability,80_100,0.0,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,0_4,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,5_9,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,10_14,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,15_19,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,20_24,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,25_29,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,30_39,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,40_49,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,50_59,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,60_69,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,70_79,-0.00961066,North Africa and Middle East,M
InhaleShortactingBeta -> Disability,80_100,-0.00961066,North Africa and Middle East,M
LowDoseBeclom -> Disability,0_4,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,5_9,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,10_14,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,15_19,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,20_24,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,25_29,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,30_39,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,40_49,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,50_59,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,60_69,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,70_79,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Disability,80_100,-0.07979948,North Africa and Middle East,M
LowDoseBeclom -> Deceased,0_4,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,5_9,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,10_14,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,15_19,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,20_24,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,25_29,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,30_39,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,40_49,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,50_59,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,60_69,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,70_79,-0.5,North Africa and Middle East,M
LowDoseBeclom -> Deceased,80_100,-0.5,North Africa and Middle East,M
HighDoseBeclom -> Disability,0_4,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,5_9,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,10_14,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,15_19,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,20_24,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,25_29,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,30_39,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,40_49,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,50_59,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,60_69,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,70_79,-0.13260075000000002,North Africa and Middle East,M
HighDoseBeclom -> Disability,80_100,-0.13260075000000002,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,0_4,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,5_9,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,10_14,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,15_19,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,20_24,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,25_29,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,30_39,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,40_49,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,50_59,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,60_69,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,70_79,-0.13752775,North Africa and Middle East,M
OralPrednisTheopPlusBeclom -> Disability,80_100,-0.13752775,North Africa and Middle East,M
TheopPlusBeclom -> Disability,0_4,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,5_9,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,10_14,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,15_19,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,20_24,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,25_29,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,30_39,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,40_49,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,50_59,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,60_69,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,70_79,-0.24015361999999998,North Africa and Middle East,M
TheopPlusBeclom -> Disability,80_100,-0.24015361999999998,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,0_4,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,5_9,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,10_14,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,15_19,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,20_24,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,25_29,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,30_39,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,40_49,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,50_59,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,60_69,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,70_79,-0.33734070000000005,North Africa and Middle East,M
AsthmaOralPrednisolone -> Disability,80_100,-0.33734070000000005,North Africa and Middle East,M
DsFreeSus -> Disability,0_4,0.038031,Oceania,M
DsFreeSus -> Disability,5_9,0.054101,Oceania,M
DsFreeSus -> Disability,10_14,0.070171,Oceania,M
DsFreeSus -> Disability,15_19,0.08624,Oceania,M
DsFreeSus -> Disability,20_24,0.10231,Oceania,M
DsFreeSus -> Disability,25_29,0.11838,Oceania,M
DsFreeSus -> Disability,30_39,0.142484,Oceania,M
DsFreeSus -> Disability,40_49,0.174624,Oceania,M
DsFreeSus -> Disability,50_59,0.206763,Oceania,M
DsFreeSus -> Disability,60_69,0.238902,Oceania,M
DsFreeSus -> Disability,70_79,0.271042,Oceania,M
DsFreeSus -> Disability,80_100,0.311216,Oceania,M
DsFreeSus -> AsthmaEpsd,0_4,0.0052,Oceania,M
DsFreeSus -> AsthmaEpsd,5_9,0.0263,Oceania,M
DsFreeSus -> AsthmaEpsd,10_14,0.0214,Oceania,M
DsFreeSus -> AsthmaEpsd,15_19,0.0021,Oceania,M
DsFreeSus -> AsthmaEpsd,20_24,0.0005,Oceania,M
DsFreeSus -> AsthmaEpsd,25_29,0.0017,Oceania,M
DsFreeSus -> AsthmaEpsd,30_39,0.0022,Oceania,M
DsFreeSus -> AsthmaEpsd,40_49,0.0023,Oceania,M
DsFreeSus -> AsthmaEpsd,50_59,0.0023,Oceania,M
DsFreeSus -> AsthmaEpsd,60_69,0.0028,Oceania,M
DsFreeSus -> AsthmaEpsd,70_79,0.0026,Oceania,M
DsFreeSus -> AsthmaEpsd,80_100,0.0035,Oceania,M
AsthmaEpsd -> Disability,0_4,0.062913,Oceania,M
AsthmaEpsd -> Disability,5_9,0.062913,Oceania,M
AsthmaEpsd -> Disability,10_14,0.062913,Oceania,M
AsthmaEpsd -> Disability,15_19,0.062913,Oceania,M
AsthmaEpsd -> Disability,20_24,0.062913,Oceania,M
AsthmaEpsd -> Disability,25_29,0.062913,Oceania,M
